ibgeID,city,totalCases,deaths
2932804,Utinga/BA,1,1
4322509,Vacaria/RS,3,1
2933000,Valente/BA,1,0
2932903,Valença/BA,4,0
3306107,Valença/RJ,4,0
3556206,Valinhos/SP,14,3
5221858,Valparaíso de Goiás/GO,7,1
3556453,Vargem Grande Paulista/SP,10,3
2112704,Vargem Grande/MA,2,0
3170701,Varginha/MG,11,1
3170909,Varzelândia/MG,1,1
3171006,Vazante/MG,2,0
3205069,Venda Nova do Imigrante/ES,8,0
4322608,Venâncio Aires/RS,3,0
2933208,Vera Cruz/BA,1,0
4322806,Veranópolis/RS,1,0
2616209,Vertentes/PE,1,0
4128609,Verê/PR,3,0
3171204,Vespasiano/MG,0,0
4323002,Viamão/RS,17,0
3205101,Viana/ES,14,1
2112803,Viana/MA,2,0
5222005,Vianópolis/GO,1,0
4323200,Victor Graeff/RS,2,0
2616308,Vicência/PE,1,0
4219200,Vidal Ramos/SC,1,0
4219309,Videira/SC,1,0
1508209,Vigia/PA,12,0
5105507,Vila Bela da Santíssima Trindade/MT,1,0
4323408,Vila Maria/RS,1,0
3205176,Vila Valério/ES,1,0
3205200,Vila Velha/ES,358,8
1100304,Vilhena/RO,1,0
3556701,Vinhedo/SP,14,0
3556909,Vista Alegre do Alto/SP,1,0
2113009,Vitorino Freire/MA,1,0
4128708,Vitorino/PR,1,0
2933307,Vitória da Conquista/BA,23,1
2616407,Vitória de Santo Antão/PE,30,6
1600808,Vitória do Jari/AP,2,0
2112902,Vitória do Mearim/MA,6,0
3205309,Vitória/ES,291,9
2314102,Viçosa do Ceará/CE,1,0
2709400,Viçosa/AL,1,1
3171303,Viçosa/MG,0,0
3306305,Volta Redonda/RJ,174,6
3557006,Votorantim/SP,7,2
3557105,Votuporanga/SP,9,0
2314003,Várzea Alegre/CE,3,0
5108402,Várzea Grande/MT,11,0
3556503,Várzea Paulista/SP,6,2
4219705,Xaxim/SC,1,0
1508407,Xinguara/PA,2,0
2114007,Zé Doca/MA,3,0
2900405,Água Fria/BA,0,1
5200258,Águas Lindas de Goiás/GO,5,0
4200606,Águas Mornas/SC,1,0
3500501,Águas de Lindóia/SP,1,1
3500600,Águas de São Pedro/SP,1,0
1505106,Óbidos/PA,2,0
